,CV
0,10
1,4
2,5
3,6
4,10
5,4
6,9
7,10
8,3
9,3
10,8
11,8
12,5
13,9
14,9
15,7
16,7
17,8
18,7
19,6
20,3
21,7
22,1
23,1
24,3
25,2
26,7
27,2
28,1
29,4
30,3
31,1
32,1
33,2
34,6
35,2
36,2
37,4
38,8
39,1
40,5
41,1
42,3
43,3
44,10
45,5
46,2
47,7
48,2
49,6
50,8
51,6
52,2
53,1
54,4
55,3
56,8
57,10
58,1
59,4
60,9
61,10
62,2
63,7
64,9
65,4
66,9
67,8
68,2
69,6
70,6
71,8
72,3
73,2
74,1
75,8
76,4
77,4
78,5
79,7
80,3
81,3
82,1
83,2
84,6
85,10
86,8
87,3
88,4
89,6
90,5
91,7
92,1
93,3
94,5
95,7
96,1
97,4
98,4
99,9
100,5
101,10
102,7
103,4
104,10
105,10
106,6
107,1
108,9
109,6
110,2
111,6
112,5
113,1
114,2
115,9
116,4
117,9
118,10
119,8
120,1
121,10
122,6
123,2
124,9
125,1
126,6
127,6
128,8
129,8
130,7
131,3
132,4
133,10
134,4
135,7
136,7
137,5
138,9
139,3
140,2
141,10
142,7
143,8
144,8
145,7
146,2
147,8
148,4
149,7
150,7
151,6
152,5
153,2
154,10
155,5
156,10
157,4
158,4
159,8
160,9
161,10
162,8
163,9
164,4
165,8
166,1
167,4
168,9
169,9
170,10
171,5
172,9
173,6
174,10
175,5
176,9
177,1
178,3
179,5
180,1
181,2
182,10
183,5
184,10
185,8
186,2
187,9
188,7
189,6
190,5
191,8
192,9
193,8
194,9
195,10
196,10
197,2
198,4
199,6
200,2
201,8
202,4
203,3
204,6
205,5
206,1
207,7
208,5
209,6
210,5
211,9
212,5
213,8
214,10
215,9
216,9
217,1
218,7
219,10
220,8
221,3
222,9
223,3
224,2
225,3
226,4
227,7
228,10
229,10
230,5
231,4
232,6
233,1
234,10
235,8
236,9
237,10
238,6
239,7
240,2
241,10
242,5
243,4
244,4
245,10
246,4
247,9
248,7
249,3
250,5
251,9
252,9
253,8
254,9
255,8
256,10
257,9
258,2
259,1
260,7
261,5
262,9
263,8
264,5
265,1
266,9
267,3
268,4
269,8
270,7
271,2
272,2
273,3
274,9
275,8
276,2
277,9
278,6
279,3
280,9
281,7
282,10
283,4
284,2
285,9
286,8
287,1
288,1
289,10
290,6
291,3
292,3
293,7
294,8
295,1
296,6
297,2
298,10
299,2
300,9
301,5
302,7
303,1
304,9
305,2
306,10
307,6
308,3
309,4
310,6
311,9
312,6
313,8
314,3
315,10
316,5
317,3
318,6
319,9
320,1
321,2
322,7
323,7
324,3
325,4
326,9
327,10
328,7
329,5
330,6
331,9
332,7
333,8
334,10
335,6
336,7
337,10
338,4
339,4
340,4
341,9
342,7
343,2
344,4
345,7
346,8
347,1
348,5
349,8
350,1
351,3
352,7
353,10
354,1
355,2
356,8
357,2
358,3
359,10
360,1
361,3
362,2
363,2
364,2
365,8
366,9
367,4
368,1
369,7
370,5
371,7
372,2
373,4
374,10
375,3
376,3
377,8
378,9
379,2
380,4
381,2
382,2
383,4
384,10
385,2
386,5
387,7
388,5
389,3
390,5
391,6
392,3
393,6
394,4
395,6
396,10
397,1
398,6
399,5
400,9
401,7
402,9
403,4
404,5
405,8
406,5
407,1
408,7
409,5
410,2
411,1
412,5
413,8
414,7
415,9
416,6
417,2
418,7
419,9
420,2
421,1
422,5
423,4
424,10
425,5
426,4
427,5
428,10
429,10
430,6
431,6
432,5
433,2
434,9
435,5
436,2
437,5
438,3
439,10
440,2
441,6
442,8
443,2
444,1
445,9
446,9
447,3
448,6
449,8
450,3
451,4
452,3
453,8
454,4
455,4
456,1
457,4
458,6
459,5
460,3
461,8
462,8
463,2
464,6
465,9
466,8
467,9
468,5
469,9
470,6
471,4
472,3
473,6
474,10
475,7
476,8
477,3
478,1
479,4
480,6
481,1
482,1
483,10
484,8
485,5
486,7
487,4
488,7
489,6
490,5
491,6
492,9
493,6
494,10
495,9
496,7
497,1
498,4
499,6
500,5
501,10
502,6
503,5
504,9
505,6
506,3
507,3
508,8
509,8
510,10
511,4
512,6
513,8
514,6
515,8
516,8
517,4
518,6
519,3
520,1
521,5
522,10
523,5
524,4
525,8
526,9
527,9
528,6
529,1
530,2
531,2
532,4
533,8
534,6
535,2
536,6
537,7
538,10
539,10
540,4
541,2
542,8
543,1
544,1
545,10
546,7
547,5
548,10
549,3
550,4
551,10
552,8
553,9
554,4
555,1
556,3
557,3
558,4
559,3
560,6
561,6
562,8
563,8
564,2
565,4
566,7
567,6
568,1
569,4
570,4
571,1
572,4
573,3
574,2
575,9
576,6
577,9
578,5
579,7
580,3
581,7
582,3
583,9
584,3
585,7
586,2
587,6
588,7
589,5
590,1
591,9
592,10
593,2
594,8
595,9
596,7
597,2
598,1
599,10
600,1
601,7
602,2
603,2
604,10
605,9
606,2
607,10
608,1
609,8
610,5
611,8
612,1
613,7
614,4
615,9
616,6
617,3
618,10
619,8
620,5
621,1
622,3
623,10
624,6
625,7
626,2
627,5
