,CV
0,9
1,10
2,6
3,7
4,6
5,4
6,8
7,9
8,1
9,10
10,2
11,3
12,8
13,2
14,10
15,3
16,7
17,5
18,6
19,5
20,7
21,6
22,1
23,7
24,2
25,4
26,4
27,3
28,9
29,5
30,4
31,1
32,7
33,10
34,6
35,1
36,6
37,8
38,8
39,10
40,9
41,10
42,7
43,2
44,2
45,10
46,7
47,10
48,2
49,1
50,3
51,3
52,3
53,4
54,2
55,10
56,8
57,4
58,1
59,5
60,10
61,5
62,1
63,3
64,8
65,10
66,5
67,7
68,10
69,10
70,9
71,9
72,3
73,2
74,6
75,10
76,6
77,7
78,9
79,7
80,7
81,4
82,2
83,10
84,5
85,2
86,6
87,6
88,8
89,7
90,5
91,1
92,4
93,5
94,5
95,4
96,8
97,5
98,1
99,8
100,1
101,4
102,2
103,1
104,10
105,10
106,10
107,4
108,5
109,8
110,10
111,10
112,2
113,2
114,8
115,3
116,3
117,8
118,5
119,5
120,4
121,5
122,8
123,10
124,5
125,6
126,8
127,9
128,3
129,4
130,8
131,8
132,9
133,6
134,9
135,9
136,3
137,7
138,1
139,2
140,9
141,4
142,1
143,2
144,8
145,2
146,8
147,9
148,7
149,9
150,3
151,4
152,9
153,9
154,7
155,9
156,3
157,7
158,2
159,6
160,2
161,2
162,9
163,9
164,3
165,7
166,9
167,1
168,10
169,1
170,8
171,6
172,1
173,4
174,6
175,3
176,6
177,8
178,8
179,7
180,3
181,5
182,7
183,3
184,6
185,4
186,6
187,7
188,7
189,7
190,10
191,3
192,2
193,6
194,8
195,2
196,4
197,8
198,5
199,1
200,8
201,6
202,4
203,4
204,1
205,5
206,3
207,8
208,10
209,5
210,8
211,2
212,5
213,6
214,7
215,10
216,6
217,5
218,9
219,6
220,1
221,1
222,7
223,10
224,4
225,6
226,2
227,9
228,9
229,4
230,7
231,3
232,4
233,5
234,1
235,10
236,7
237,9
238,8
239,1
240,1
241,3
242,4
243,6
244,4
245,4
246,10
247,10
248,9
249,10
250,4
251,1
252,6
253,5
254,6
255,2
256,3
257,5
258,3
259,2
260,3
261,1
262,2
263,7
264,6
265,3
266,1
267,4
268,5
269,2
270,3
271,2
272,9
273,5
274,10
275,3
276,8
277,1
278,1
279,9
280,7
281,5
282,9
