,CV
0,9
1,10
2,5
3,6
4,7
5,3
6,6
7,8
8,9
9,1
10,2
11,5
12,1
13,9
14,2
15,8
16,4
17,6
18,6
19,5
20,10
21,6
22,1
23,6
24,3
25,4
26,5
27,3
28,9
29,5
30,7
31,7
32,10
33,10
34,5
35,6
36,7
37,3
38,8
39,1
40,1
41,9
42,10
43,3
44,1
45,2
46,2
47,2
48,7
49,1
50,9
51,2
52,3
53,4
54,3
55,7
56,2
57,4
58,10
59,7
60,10
61,10
62,4
63,8
64,10
65,2
66,1
67,4
68,5
69,8
70,4
71,5
72,6
73,10
74,6
75,1
76,7
77,10
78,1
79,2
80,5
81,5
82,5
83,6
84,9
85,2
86,6
87,9
88,6
89,10
90,8
91,7
92,1
93,6
94,3
95,6
96,4
97,5
98,9
99,7
100,10
101,1
102,1
103,7
104,2
105,2
106,8
107,7
108,5
109,8
110,4
111,2
112,8
113,7
114,2
115,7
116,10
117,6
118,4
119,10
120,10
121,4
122,10
123,7
124,7
125,3
126,6
127,1
128,2
129,3
130,1
131,5
132,1
133,6
134,4
135,4
136,10
137,5
138,8
139,7
140,5
141,8
142,5
143,3
144,10
145,8
146,1
147,8
148,6
149,7
150,3
151,4
152,5
153,3
154,2
155,9
156,1
157,5
158,10
159,8
160,9
161,6
162,2
163,6
164,2
165,9
166,4
167,4
168,9
169,5
170,7
171,9
172,7
173,4
174,1
175,3
176,9
177,9
178,5
179,9
180,9
181,8
182,3
183,8
184,4
185,6
186,7
187,6
188,8
189,2
190,10
191,1
192,10
193,9
194,5
195,3
196,4
197,6
198,8
199,8
200,3
201,4
202,2
203,7
204,1
205,3
206,8
207,5
208,3
209,3
210,2
211,10
212,5
213,7
214,3
215,3
216,8
217,4
218,8
219,10
220,7
221,10
222,7
223,9
224,4
225,8
226,10
227,10
228,3
229,1
230,4
231,6
232,8
233,1
234,2
235,2
236,3
237,2
238,9
239,6
240,3
241,2
242,4
243,1
244,5
245,4
246,9
247,1
248,8
249,9
250,10
251,9
252,9
