,CV
0,10
1,4
2,5
3,6
4,10
5,4
6,9
7,10
8,3
9,8
10,8
11,5
12,9
13,9
14,7
15,7
16,1
17,8
18,7
19,6
20,1
21,7
22,1
23,3
24,7
25,3
26,2
27,4
28,1
29,2
30,6
31,3
32,1
33,4
34,8
35,2
36,2
37,5
38,2
39,1
40,10
41,1
42,3
43,3
44,5
45,7
46,2
47,6
48,2
49,8
50,1
51,6
52,4
53,1
54,2
55,8
56,3
57,10
58,4
59,2
60,9
61,10
62,2
63,7
64,6
65,4
66,9
67,9
68,2
69,6
70,6
71,8
72,8
73,2
74,1
75,1
76,3
77,4
78,4
79,5
80,8
81,6
82,1
83,3
84,2
85,3
86,2
87,7
88,10
89,4
90,3
91,6
92,5
93,8
94,5
95,3
96,7
97,4
98,4
99,7
100,5
101,9
102,10
103,4
104,7
105,10
106,6
107,1
108,10
109,2
110,9
111,6
112,2
113,1
114,1
115,5
116,9
117,9
118,10
119,3
120,8
121,10
122,2
123,2
124,6
125,9
126,6
127,6
128,8
129,2
130,8
131,7
132,10
133,3
134,4
135,7
136,1
137,4
138,7
139,2
140,5
141,9
142,10
143,3
144,7
145,2
146,8
147,8
148,7
149,8
150,7
151,4
152,2
153,7
154,6
155,5
156,10
157,5
158,10
159,8
160,4
161,3
162,4
163,7
164,9
165,10
166,8
167,3
168,9
169,4
170,8
171,4
172,9
173,9
174,9
175,6
176,9
177,1
178,2
179,1
180,10
181,5
182,3
183,3
184,9
185,5
186,1
187,1
188,10
189,5
190,5
191,10
192,8
193,7
194,6
195,9
196,8
197,2
198,9
199,8
200,2
201,9
202,1
203,2
204,1
205,10
206,6
207,1
208,10
209,4
210,3
211,6
212,7
213,4
214,5
215,6
216,5
217,8
218,5
219,9
220,5
221,8
222,10
223,9
224,8
225,1
226,1
227,9
228,6
229,2
230,8
231,2
232,3
233,1
234,3
235,1
236,10
237,7
238,4
239,9
240,6
241,5
242,10
243,10
244,8
245,10
246,1
247,1
248,6
249,9
250,2
251,7
252,10
253,5
254,6
255,2
256,10
257,4
258,10
259,5
260,4
261,2
262,3
263,4
264,7
265,1
266,9
267,4
268,3
269,2
270,9
271,1
272,8
273,9
274,8
275,9
276,10
277,5
278,7
279,6
280,3
281,5
282,2
283,9
284,2
285,8
286,3
287,2
288,3
289,9
290,6
291,1
292,8
293,6
294,7
295,9
296,8
297,2
298,4
299,9
300,9
301,9
302,5
303,5
304,5
305,2
306,6
307,5
308,10
309,8
310,2
311,9
312,4
313,8
314,4
315,3
316,1
317,3
318,3
319,7
320,2
321,10
322,3
323,10
324,9
325,4
326,6
327,6
328,2
329,1
330,9
331,4
332,6
333,3
334,10
335,9
336,6
337,10
338,6
339,3
340,9
341,1
342,4
343,4
344,9
345,10
346,7
347,6
348,7
349,9
350,1
351,1
352,6
353,8
354,10
355,1
356,10
357,7
358,4
359,9
360,1
361,2
362,8
363,2
364,5
365,7
366,3
367,2
368,4
369,4
370,8
371,3
372,8
373,7
374,4
375,2
376,8
377,5
378,9
379,7
380,2
381,8
382,5
383,10
384,9
385,2
386,8
387,10
388,9
389,7
390,5
391,4
392,7
393,2
394,4
395,10
396,5
397,4
398,1
399,6
400,3
401,6
402,1
403,6
404,3
405,10
406,9
407,8
408,4
409,7
410,8
411,4
412,3
413,9
414,7
415,5
416,5
417,9
418,5
419,5
420,2
421,5
422,1
423,9
424,2
425,7
426,7
427,3
428,1
429,7
430,3
431,8
432,5
433,7
434,2
435,1
436,10
437,7
438,3
439,1
440,6
441,10
442,10
443,8
444,6
445,3
446,1
447,6
448,2
449,1
450,4
451,2
452,5
453,3
454,2
455,9
456,1
457,2
458,10
459,5
460,5
461,6
462,5
463,3
464,1
465,8
466,9
467,8
468,6
469,2
470,1
471,4
472,5
473,8
474,6
475,1
476,9
477,6
478,4
479,8
480,9
481,9
482,6
483,1
484,5
485,3
486,2
487,3
488,5
489,2
490,9
491,3
492,8
493,10
494,1
495,3
496,7
497,2
498,5
499,5
500,5
501,6
502,6
503,4
504,10
505,8
506,4
507,5
508,9
509,5
510,6
511,7
512,3
513,5
514,3
515,10
516,5
517,7
518,9
519,5
520,7
521,4
522,7
523,2
524,10
525,5
526,6
527,6
528,8
529,9
530,4
531,3
532,8
533,9
534,1
535,10
536,5
537,3
538,1
539,5
540,4
541,5
542,2
543,2
544,2
545,3
546,7
547,1
548,1
549,6
550,6
551,3
552,7
553,2
554,8
555,7
556,1
557,4
558,3
559,9
560,4
561,8
562,6
563,5
564,9
565,5
566,7
567,3
568,10
569,6
570,1
571,8
572,10
573,9
574,8
575,8
576,8
577,2
578,6
579,4
580,4
581,6
582,7
583,1
584,10
585,5
586,8
587,4
588,6
589,7
590,5
591,10
592,2
593,4
594,3
595,1
596,8
597,9
598,6
599,1
600,5
601,3
602,3
603,2
604,6
605,10
606,3
607,9
608,4
609,3
610,6
611,4
612,10
613,6
614,6
615,9
616,10
617,6
618,3
619,7
620,10
621,10
622,10
623,3
624,5
625,9
626,1
627,10
